resultat_id,eleve_id,matiere,trimestre,moyenne
388,33,Histoire-Géographie,T2,12.97
389,33,SVT,T3,12.65
390,33,Physique-Chimie,T2,8.53
391,33,Arts Plastiques,T2,15.69
392,33,Musique,T3,6.84
393,33,EPS,T1,13.35
394,33,Espagnol,T2,14.95
395,33,Anglais,T2,8.93
396,33,TICE,T1,9.9
397,34,Mathématiques,T3,13.4
398,34,EDHC,T3,10.14
399,34,Français,T3,16.48
400,34,Histoire-Géographie,T2,13.91
401,34,SVT,T1,7.42
402,34,Physique-Chimie,T2,17.75
403,34,Arts Plastiques,T2,9.62
404,34,Musique,T2,15.11
405,34,EPS,T1,11.25
406,34,Espagnol,T2,8.23
407,34,Anglais,T2,14.67
408,34,TICE,T3,14.49
409,35,Mathématiques,T2,17.95
410,35,EDHC,T1,10.15
411,35,Français,T3,11.09
412,35,Histoire-Géographie,T2,15.12
413,35,SVT,T2,9.6
414,35,Physique-Chimie,T1,13.14
415,35,Arts Plastiques,T3,10.01
416,35,Musique,T2,17.08
417,35,EPS,T2,12.95
418,35,Espagnol,T3,14.04
419,35,Anglais,T2,13.36
420,35,TICE,T1,9.29
421,36,Mathématiques,T1,7.37
422,36,EDHC,T3,8.76
423,36,Français,T2,15.65
424,36,Histoire-Géographie,T2,16.23
425,36,SVT,T1,13.05
426,36,Physique-Chimie,T2,15.29
427,36,Arts Plastiques,T1,11.69
428,36,Musique,T1,7.87
429,36,EPS,T1,15.34
430,36,Espagnol,T1,9.02
431,36,Anglais,T1,11.08
432,36,TICE,T3,7.66
433,37,Mathématiques,T3,15.64
434,37,EDHC,T1,9.89
435,37,Français,T2,6.93
436,37,Histoire-Géographie,T2,16.06
437,37,SVT,T2,10.52
438,37,Physique-Chimie,T1,17.36
439,37,Arts Plastiques,T2,8.77
440,37,Musique,T1,13.34
441,37,EPS,T2,15.04
442,37,Espagnol,T1,9.32
443,37,Anglais,T2,10.38
444,37,TICE,T3,6.47
445,38,Mathématiques,T1,13.97
446,38,EDHC,T1,11.1
447,38,Français,T2,13.27
448,38,Histoire-Géographie,T3,15.72
449,38,SVT,T3,9.34
450,38,Physique-Chimie,T2,12.22
451,38,Arts Plastiques,T1,10.96
452,38,Musique,T1,15.88
453,38,EPS,T1,14.43
454,38,Espagnol,T1,15.85
455,38,Anglais,T1,11.21
456,38,TICE,T3,8.27
457,39,Mathématiques,T2,17.3
458,39,EDHC,T1,17.58
459,39,Français,T2,16.96
460,39,Histoire-Géographie,T1,7.94
461,39,SVT,T1,14.15
462,39,Physique-Chimie,T1,8.11
463,39,Arts Plastiques,T1,15.15
464,39,Musique,T1,6.15
465,39,EPS,T1,17.21
466,39,Espagnol,T3,10.22
467,39,Anglais,T1,13.4
468,39,TICE,T2,13.46
469,40,Mathématiques,T3,17.8
470,40,EDHC,T1,11.9
471,40,Français,T2,11.89
472,40,Histoire-Géographie,T3,14.13
473,40,SVT,T2,9.94
474,40,Physique-Chimie,T2,8.03
475,40,Arts Plastiques,T2,8.35
476,40,Musique,T2,10.03
477,40,EPS,T1,11.83
478,40,Espagnol,T1,9.08
479,40,Anglais,T1,9.26
480,40,TICE,T1,17.73
481,41,Mathématiques,T1,8.55
482,41,EDHC,T1,6.39
483,41,Français,T2,13.43
484,41,Histoire-Géographie,T1,10.0
485,41,SVT,T2,17.23
486,41,Physique-Chimie,T2,14.09
487,41,Arts Plastiques,T1,7.09
488,41,Musique,T3,12.13
489,41,EPS,T1,7.25
490,41,Espagnol,T1,6.11
491,41,Anglais,T3,14.01
492,41,TICE,T1,8.55
493,42,Mathématiques,T1,12.42
494,42,EDHC,T1,13.15
495,42,Français,T2,12.86
496,42,Histoire-Géographie,T3,9.59
497,42,SVT,T1,17.78
498,42,Physique-Chimie,T1,8.91
499,42,Arts Plastiques,T3,7.2
500,42,Musique,T1,10.46
501,42,EPS,T1,8.02
502,42,Espagnol,T3,13.33
503,42,Anglais,T2,17.09
504,42,TICE,T2,16.05
505,43,Mathématiques,T3,14.49
506,43,EDHC,T3,6.94
507,43,Français,T2,14.89
508,43,Histoire-Géographie,T1,14.06
509,43,SVT,T3,13.76
510,43,Physique-Chimie,T2,17.88
511,43,Arts Plastiques,T2,17.83
512,43,Musique,T2,15.36
513,43,EPS,T2,6.98
514,43,Espagnol,T3,16.65
515,43,Anglais,T2,10.92
516,43,TICE,T1,16.67
517,44,Mathématiques,T2,9.08
518,44,EDHC,T2,14.42
519,44,Français,T3,13.19
520,44,Histoire-Géographie,T3,17.45
521,44,SVT,T1,17.33
522,44,Physique-Chimie,T2,10.13
523,44,Arts Plastiques,T3,11.62
524,44,Musique,T2,16.67
525,44,EPS,T1,11.07
526,44,Espagnol,T1,14.64
527,44,Anglais,T2,14.16
528,44,TICE,T2,16.29
529,45,Mathématiques,T2,14.21
530,45,EDHC,T3,6.15
531,45,Français,T3,8.26
532,45,Histoire-Géographie,T1,16.88
533,45,SVT,T2,11.18
534,45,Physique-Chimie,T3,16.62
535,45,Arts Plastiques,T2,13.05
536,45,Musique,T2,12.94
537,45,EPS,T3,16.94
538,45,Espagnol,T1,6.59
539,45,Anglais,T1,17.83
540,45,TICE,T2,7.1
541,46,Mathématiques,T1,10.11
542,46,EDHC,T1,8.26
543,46,Français,T3,14.31
544,46,Histoire-Géographie,T3,7.8
545,46,SVT,T1,10.2
546,46,Physique-Chimie,T3,10.09
547,46,Arts Plastiques,T1,16.38
548,46,Musique,T2,15.74
549,46,EPS,T3,15.48
550,46,Espagnol,T1,6.62
551,46,Anglais,T2,13.87
552,46,TICE,T1,8.71
553,47,Mathématiques,T1,9.93
554,47,EDHC,T3,11.96
555,47,Français,T2,15.73
556,47,Histoire-Géographie,T2,7.74
557,47,SVT,T2,15.3
558,47,Physique-Chimie,T1,9.02
559,47,Arts Plastiques,T3,6.93
560,47,Musique,T3,7.78
561,47,EPS,T1,10.27
562,47,Espagnol,T1,15.18
563,47,Anglais,T3,6.6
564,47,TICE,T1,17.42
565,48,Mathématiques,T1,7.98
566,48,EDHC,T1,15.01
567,48,Français,T2,16.37
568,48,Histoire-Géographie,T2,12.33
569,48,SVT,T3,9.76
570,48,Physique-Chimie,T2,7.1
571,48,Arts Plastiques,T3,11.87
572,48,Musique,T1,6.19
573,48,EPS,T1,11.42
574,48,Espagnol,T1,14.19
575,48,Anglais,T3,7.44
576,48,TICE,T2,16.46
577,49,Mathématiques,T3,10.58
578,49,EDHC,T3,14.85
579,49,Français,T1,12.43
580,49,Histoire-Géographie,T2,12.46
581,49,SVT,T1,12.34
582,49,Physique-Chimie,T1,9.65
583,49,Arts Plastiques,T2,17.98
584,49,Musique,T3,6.52
585,49,EPS,T1,14.23
586,49,Espagnol,T3,17.75
587,49,Anglais,T3,16.56
588,49,TICE,T2,17.66
589,50,Mathématiques,T2,8.14
590,50,EDHC,T3,16.24
591,50,Français,T1,15.37
592,50,Histoire-Géographie,T1,12.56
593,50,SVT,T1,11.21
594,50,Physique-Chimie,T1,13.99
595,50,Arts Plastiques,T3,12.85
596,50,Musique,T2,11.51
597,50,EPS,T1,12.21
598,50,Espagnol,T2,13.75
599,50,Anglais,T3,6.59
600,50,TICE,T1,12.75
601,51,Mathématiques,T3,9.82
602,51,EDHC,T3,11.8
603,51,Français,T2,9.65
604,51,Histoire-Géographie,T1,15.99
605,51,SVT,T2,12.13
606,51,Physique-Chimie,T1,8.78
607,51,Arts Plastiques,T1,6.07
608,51,Musique,T1,15.92
609,51,EPS,T1,14.34
610,51,Espagnol,T2,11.53
611,51,Anglais,T3,11.61
612,51,TICE,T1,15.49
613,52,Mathématiques,T3,7.8
614,52,EDHC,T2,7.03
615,52,Français,T2,11.1
616,52,Histoire-Géographie,T3,17.64
617,52,SVT,T3,15.15
618,52,Physique-Chimie,T3,15.33
619,52,Arts Plastiques,T2,11.19
620,52,Musique,T2,8.61
621,52,EPS,T3,9.92
622,52,Espagnol,T3,14.47
623,52,Anglais,T3,8.42
624,52,TICE,T3,9.96
625,53,Mathématiques,T3,12.55
626,53,EDHC,T1,8.55
627,53,Français,T3,6.69
628,53,Histoire-Géographie,T3,15.55
629,53,SVT,T3,16.24
630,53,Physique-Chimie,T2,6.78
631,53,Arts Plastiques,T3,8.54
632,53,Musique,T3,12.08
633,53,EPS,T2,8.72
634,53,Espagnol,T1,9.88
635,53,Anglais,T2,10.03
636,53,TICE,T2,13.45
637,54,Mathématiques,T2,9.59
638,54,EDHC,T1,12.51
639,54,Français,T3,16.08
640,54,Histoire-Géographie,T3,9.73
641,54,SVT,T1,13.86
642,54,Physique-Chimie,T2,17.24
643,54,Arts Plastiques,T2,13.98
644,54,Musique,T1,9.01
645,54,EPS,T2,16.37
646,54,Espagnol,T3,17.87
647,54,Anglais,T1,9.56
648,54,TICE,T3,15.51
649,55,Mathématiques,T2,15.4
650,55,EDHC,T2,16.47
651,55,Français,T3,13.25
652,55,Histoire-Géographie,T2,10.1
653,55,SVT,T2,13.78
654,55,Physique-Chimie,T1,9.27
655,55,Arts Plastiques,T1,13.1
656,55,Musique,T3,17.77
657,55,EPS,T1,13.39
658,55,Espagnol,T3,9.97
659,55,Anglais,T1,13.84
660,55,TICE,T2,12.78
661,56,Mathématiques,T2,7.79
662,56,EDHC,T1,8.32
663,56,Français,T3,16.19
664,56,Histoire-Géographie,T1,6.94
665,56,SVT,T1,13.4
666,56,Physique-Chimie,T2,9.08
667,56,Arts Plastiques,T1,15.59
668,56,Musique,T1,14.16
669,56,EPS,T3,16.33
670,56,Espagnol,T1,12.3
671,56,Anglais,T3,13.95
672,56,TICE,T3,9.63
673,57,Mathématiques,T2,14.2
674,57,EDHC,T1,15.42
675,57,Français,T3,13.03
676,57,Histoire-Géographie,T2,10.59
677,57,SVT,T3,14.14
678,57,Physique-Chimie,T3,15.41
679,57,Arts Plastiques,T2,15.35
680,57,Musique,T2,9.42
681,57,EPS,T1,12.98
682,57,Espagnol,T2,13.91
683,57,Anglais,T3,15.74
684,57,TICE,T3,12.04
685,58,Mathématiques,T1,10.14
686,58,EDHC,T1,7.18
687,58,Français,T3,7.15
688,58,Histoire-Géographie,T3,15.62
689,58,SVT,T1,10.58
690,58,Physique-Chimie,T2,8.6
691,58,Arts Plastiques,T1,8.5
692,58,Musique,T3,17.38
693,58,EPS,T3,8.8
694,58,Espagnol,T3,13.66
695,58,Anglais,T1,7.08
696,58,TICE,T2,6.9
697,59,Mathématiques,T1,9.3
698,59,EDHC,T2,11.26
699,59,Français,T3,15.62
700,59,Histoire-Géographie,T1,9.33
701,59,SVT,T3,11.65
702,59,Physique-Chimie,T2,10.63
703,59,Arts Plastiques,T3,13.24
704,59,Musique,T1,17.23
705,59,EPS,T2,16.69
706,59,Espagnol,T3,8.09
707,59,Anglais,T2,9.13
708,59,TICE,T1,14.47
709,60,Mathématiques,T1,13.79
710,60,EDHC,T2,15.92
711,60,Français,T1,7.87
712,60,Histoire-Géographie,T1,14.65
713,60,SVT,T2,16.32
714,60,Physique-Chimie,T3,11.04
715,60,Arts Plastiques,T2,6.48
716,60,Musique,T2,16.98
717,60,EPS,T1,6.95
718,60,Espagnol,T3,11.88
719,60,Anglais,T3,12.75
720,60,TICE,T3,14.63
721,61,Mathématiques,T2,8.09
722,61,EDHC,T1,15.73
723,61,Français,T3,14.58
724,61,Histoire-Géographie,T1,10.85
725,61,SVT,T2,9.27
726,61,Physique-Chimie,T1,6.62
727,61,Arts Plastiques,T1,10.93
728,61,Musique,T2,8.45
729,61,EPS,T2,10.74
730,61,Espagnol,T1,6.57
731,61,Anglais,T1,11.46
732,61,TICE,T3,16.2
733,62,Mathématiques,T3,17.09
734,62,EDHC,T3,12.47
735,62,Français,T2,9.19
736,62,Histoire-Géographie,T2,16.51
737,62,SVT,T1,13.86
738,62,Physique-Chimie,T1,17.18
739,62,Arts Plastiques,T2,16.03
740,62,Musique,T1,7.91
741,62,EPS,T1,8.62
742,62,Espagnol,T2,7.13
743,62,Anglais,T2,10.56
744,62,TICE,T2,13.92
745,63,Mathématiques,T3,9.53
746,63,EDHC,T2,16.6
747,63,Français,T1,8.95
748,63,Histoire-Géographie,T1,7.54
749,63,SVT,T3,10.77
750,63,Physique-Chimie,T1,9.03
751,63,Arts Plastiques,T1,17.06
752,63,Musique,T3,8.08
753,63,EPS,T2,8.57
754,63,Espagnol,T3,8.73
755,63,Anglais,T2,12.18
756,63,TICE,T1,14.35
757,64,Mathématiques,T1,9.01
758,64,EDHC,T1,16.03
759,64,Français,T2,9.41
760,64,Histoire-Géographie,T3,11.86
761,64,SVT,T3,15.02
762,64,Physique-Chimie,T1,14.66
763,64,Arts Plastiques,T2,15.5
764,64,Musique,T3,8.17
765,64,EPS,T3,11.48
766,64,Espagnol,T2,10.88
767,64,Anglais,T3,8.01
768,64,TICE,T2,11.24
769,65,Mathématiques,T1,7.47
770,65,EDHC,T1,15.34
771,65,Français,T1,14.93
772,65,Histoire-Géographie,T3,7.0
773,65,SVT,T1,13.36
774,65,Physique-Chimie,T1,16.84
775,65,Arts Plastiques,T1,14.38
776,65,Musique,T3,14.81
777,65,EPS,T2,15.94
778,65,Espagnol,T2,9.67
779,65,Anglais,T3,10.7
780,65,TICE,T3,13.54
781,66,Mathématiques,T2,17.57
782,66,EDHC,T2,11.62
783,66,Français,T2,14.81
784,66,Histoire-Géographie,T1,17.08
785,66,SVT,T3,6.07
786,66,Physique-Chimie,T3,12.99
787,66,Arts Plastiques,T1,15.15
788,66,Musique,T1,16.74
789,66,EPS,T2,12.2
790,66,Espagnol,T2,9.86
791,66,Anglais,T1,7.33
792,66,TICE,T1,7.64
793,67,Mathématiques,T3,6.65
794,67,EDHC,T1,15.52
795,67,Français,T1,10.48
796,67,Histoire-Géographie,T2,14.01
797,67,SVT,T2,9.9
798,67,Physique-Chimie,T1,14.76
799,67,Arts Plastiques,T1,11.04
800,67,Musique,T1,11.2
801,67,EPS,T3,13.53
802,67,Espagnol,T1,9.71
803,67,Anglais,T3,10.31
804,67,TICE,T3,13.04
805,68,Mathématiques,T3,8.14
806,68,EDHC,T2,10.12
807,68,Français,T1,11.03
808,68,Histoire-Géographie,T2,14.79
809,68,SVT,T2,15.15
810,68,Physique-Chimie,T1,7.74
811,68,Arts Plastiques,T2,16.77
812,68,Musique,T3,9.0
813,68,EPS,T1,10.67
814,68,Espagnol,T1,6.44
815,68,Anglais,T2,11.16
816,68,TICE,T2,10.31
817,69,Mathématiques,T2,17.72
818,69,EDHC,T2,15.5
819,69,Français,T1,11.89
820,69,Histoire-Géographie,T1,17.43
821,69,SVT,T1,9.31
822,69,Physique-Chimie,T3,14.09
823,69,Arts Plastiques,T3,8.93
824,69,Musique,T1,6.7
825,69,EPS,T1,14.93
826,69,Espagnol,T2,15.81
827,69,Anglais,T3,13.11
828,69,TICE,T1,9.88
